text,intent
Kindly Recommend healthy food for elderly as soon as possible,diet_suggestion
Now I feel emotionally weak please,emotional_support
I want to schedule a health checkup today,doctor_booking
Urgently Exercise suggest koro right now,exercise_suggestion
Hey Suggest healthy food for elderly today,diet_suggestion
Can you I feel nervous and anxious right now,emotional_support
Please Please remind me about medicines right now,medication_reminder
Please i want to schedule a health checkup right now,doctor_booking
Kindly can you book cab for hospital,transport_booking
I feel mentally stressed for me,emotional_support
Please book doctor appointment for me,doctor_booking
Can you Suggest yoga for elderly as soon as possible,exercise_suggestion
Can you what should i eat for good health because i need help,diet_suggestion
Please mujhe hospital jane ke liye cab chahiye,transport_booking
Today I feel mentally stressed as soon as possible,emotional_support
Urgently when should i take insulin as soon as possible,medication_reminder
Urgently Please help me contact a doctor today,doctor_booking
Please How can I stay active as soon as possible,exercise_suggestion
Please Suggest healthy food for elderly right now,diet_suggestion
Kindly I feel worried about my future today,emotional_support
Now Can you help me visit a doctor because I need help,doctor_booking
Now Suggest yoga for elderly please,exercise_suggestion
Today Suggest soft food for elderly,diet_suggestion
Kindly Help me arrange transportation for me,transport_booking
Urgently I need someone to talk to,emotional_support
Urgently Remind me to take my medicine because I need help,medication_reminder
Now Transport arrange koro as soon as possible,transport_booking
Today I feel mentally stressed because I need help,emotional_support
Please I am feeling worried about my future,emotional_support
Kindly Please remind me to take my pills,medication_reminder
Now i need transport assistance because i need help,transport_booking
I feel emotionally weak right now,emotional_support
Hey Remind me to take my medicine please,medication_reminder
Kindly i want to schedule a health checkup today,doctor_booking
How can i improve nutrition,diet_suggestion
Please help me travel to doctor clinic for me,transport_booking
Can you i feel lonely today as soon as possible,emotional_support
Urgently please help me contact a doctor because i need help,doctor_booking
Please Mujhe exercise suggest karo right now,exercise_suggestion
Kindly Mujhe healthy diet chahiye for me,diet_suggestion
Please I cannot sleep because of stress right now,emotional_support
Hey Please remind me about medicines right now,medication_reminder
Today Doctor appointment book koro as soon as possible,doctor_booking
Kindly how can i stay active right now,exercise_suggestion
Please Mujhe healthy diet chahiye,diet_suggestion
Now help me travel to doctor clinic,transport_booking
Now I feel mentally stressed,emotional_support
Hey remind me to take my medicine as soon as possible,medication_reminder
Now suggest healthy food for elderly right now,diet_suggestion
Now I need help reaching hospital,transport_booking
Urgently I feel worried about my future as soon as possible,emotional_support
Please Please remind me to take my pills,medication_reminder
Kindly I feel helpless today for me,emotional_support
Now Please remind me about medicines,medication_reminder
Kindly I am feeling isolated please,emotional_support
Now Book doctor appointment for me right now,doctor_booking
Please when should i take insulin as soon as possible,medication_reminder
Now Can you help me visit a doctor as soon as possible,doctor_booking
Today Mujhe exercise suggest karo right now,exercise_suggestion
Now how can i improve nutrition right now,diet_suggestion
Urgently i want to schedule a health checkup,doctor_booking
Kindly Recommend yoga for elderly today,exercise_suggestion
Can you Book transport for hospital visit,transport_booking
Hey I miss my family,emotional_support
Please Remind me to take my medicine for me,medication_reminder
Recommend balanced diet because I need help,diet_suggestion
Now I am feeling scared about my condition please,emotional_support
Now mujhe medicine lena yaad dilao because i need help,medication_reminder
I need a doctor consultation because I need help,doctor_booking
Hey can you book cab for hospital please,transport_booking
Today I cannot sleep because of stress because I need help,emotional_support
Can you mujhe medicine lena yaad dilao today,medication_reminder
Can you can you help me visit a doctor for me,doctor_booking
Hey mujhe exercise suggest karo,exercise_suggestion
Today suggest soft food for elderly today,diet_suggestion
Urgently Transport arrange koro as soon as possible,transport_booking
Today I am feeling helpless today for me,emotional_support
Now I forgot my blood pressure medicine as soon as possible,medication_reminder
Can you doctor appointment book koro today,doctor_booking
Suggest chair yoga for seniors because i need help,exercise_suggestion
Today I feel nervous and anxious because I need help,emotional_support
Suggest healthy food for elderly,diet_suggestion
Today remind me to take my medicine,medication_reminder
Please I am feeling emotionally down right now,emotional_support
Now Recommend simple exercise for me because I need help,exercise_suggestion
Mujhe medicine lena yaad dilao today,medication_reminder
Please can you help me visit a doctor right now,doctor_booking
Can you How can I improve mobility because I need help,exercise_suggestion
How can I improve nutrition today,diet_suggestion
Help me travel to doctor clinic because i need help,transport_booking
Hey I feel worried about my future today,emotional_support
Please Medicine khete bhule gechi today,medication_reminder
Please Mujhe doctor appointment chahiye because I need help,doctor_booking
Now I am feeling helpless today please,emotional_support
Hey Please remind me about medicines because I need help,medication_reminder
Hey I feel helpless today,emotional_support
Can you medicine khete bhule gechi please,medication_reminder
Hey I cannot sleep because of stress as soon as possible,emotional_support
Urgently Mujhe medicine lena yaad dilao for me,medication_reminder
Hey Mujhe doctor appointment chahiye for me,doctor_booking
Now suggest walking exercises today,exercise_suggestion
Can you help me arrange transportation as soon as possible,transport_booking
Kindly I feel emotionally broken today,emotional_support
Today Recommend simple exercise for me today,exercise_suggestion
Now What foods improve energy for me,diet_suggestion
Urgently Mujhe doctor appointment chahiye please,doctor_booking
Can you recommend light exercise,exercise_suggestion
Please Suggest healthy food for elderly for me,diet_suggestion
Can you Can you book cab for hospital please,transport_booking
Today I feel emotionally weak,emotional_support
Now mujhe exercise suggest karo right now,exercise_suggestion
Today I am feeling anxious about my health as soon as possible,emotional_support
Can you please remind me about medicines because i need help,medication_reminder
